id,category,query,expected_routing,actual_routing,routing_correct,expected_tool,actual_tool,tool_correct,expected_arguments,actual_arguments,argument_score,expected_status,actual_tool_status,status_correct,task_correct,llm_calls,tool_calls,input_tokens,output_tokens,total_tokens,latency_ms,agent_success,answer,error
EB011,supplier_lookup,SUP-2026-0007 的风险等级是多少？,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0007'},{'supplier_code': 'SUP-2026-0007'},1.0,,SUCCESS,True,True,2,1,1988,104,2092,4666.245763000006,True,"根据企业数据库记录：

- 供应商 **SUP-2026-0007（Blake and Sons）** 的当前**风险等级：高风险（high）**。

如需，我可以帮你结合该供应商的类别（物流）、评分 2.5 等信息，分析具体风险点和管控建议。",
EB012,supplier_lookup,供应商 SUP-2026-0012 来自哪个国家？,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0012'},{'supplier_code': 'SUP-2026-0012'},1.0,,SUCCESS,True,True,2,1,1992,58,2050,2888.005945999993,True,根据企业数据库信息，供应商 SUP-2026-0012（Dudley Group）来自：中国。,
EB013,supplier_lookup,检索供应商编号 SUP-2026-0018,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0018'},{'supplier_code': 'SUP-2026-0018'},1.0,,SUCCESS,True,True,2,1,1989,167,2156,4069.4852119999896,True,"以下为企业数据库中的供应商信息（编号 SUP-2026-0018）：

- 供应商名称：Flowers, Martin and Kelly  
- 所在国家：澳大利亚  
- 类别：办公用品（office_supply）  
- 合作年限：11 年  
- 当前状态：在供（active）  
- 综合评分：3.1 / 5  
- 风险等级：中风险（medium）  

以上为企业系统检索结果。如需进一步查看该供应商的历史风险事件、延迟交付记录或高风险订单情况，我可以继续查询。",
EB014,supplier_lookup,查看 SUP-2026-0021 的评级与状态,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0021'},{'supplier_code': 'SUP-2026-0021'},1.0,,SUCCESS,True,True,2,1,1987,155,2142,4284.505318999976,True,"以下是企业数据库中关于供应商 SUP-2026-0021 的信息（企业事实）：

- 供应商名称：Gray-Mayo  
- 所属国家/地区：中国  
- 类别：物流  
- 合作年限：11 年  
- 综合评分（rating）：3.68 / 5  
- 风险等级（risk_level）：中风险（medium）  
- 当前状态：在供（active）  

如果需要，我可以进一步从风险事件或采购订单维度，帮你判断该供应商是否需要额外风控措施。",
EB015,supplier_lookup,请返回 SUP-2026-0031 的供应商档案,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0031'},{'supplier_code': 'SUP-2026-0031'},1.0,,SUCCESS,True,True,2,1,1991,197,2188,3831.149176999986,True,"以下为企业数据库中关于供应商 SUP-2026-0031 的档案信息（已查询企业系统）：

【企业数据库信息】
- 供应商编码：SUP-2026-0031  
- 供应商名称：Burton Ltd  
- 所在国家/地区：马来西亚  
- 供应类别：办公用品（office_supply）  
- 综合评分：4.26（满分 5）  
- 风险等级：低风险（low）  
- 合作年限：15 年  
- 当前状态：在合作 / 有效（active）

如需进一步信息（如历史交付表现、延迟记录、风险事件等），可以说明具体需求，我可以在企业系统中进一步查询。",
EB016,supplier_lookup,查询 SUP-2026-0040 的合作信息,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0040'},{'supplier_code': 'SUP-2026-0040'},1.0,,SUCCESS,True,True,2,1,1988,165,2153,3792.29489299999,True,"以下为企业数据库中的供应商信息（SUP-2026-0040）：

- 供应商名称：Romero, Gonzalez and Brooks  
- 国家/地区：China  
- 行业类别：制造业（manufacturing）  
- 合作年限：15 年  
- 当前状态：在供（active）  
- 综合评分：4.16  
- 风险等级：低风险（low）

以上为系统记录的合作与风险概况。如需进一步了解该供应商的历史订单、交付表现或风险事件，我可以继续帮你查询并做分析。",
EB017,supplier_lookup,Do we have details for supplier SUP-2026-0050?,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-0050'},{'supplier_code': 'SUP-2026-0050'},1.0,,SUCCESS,True,True,2,1,1995,136,2131,3137.0421329999945,True,"Enterprise database facts for supplier SUP-2026-0050:

- Supplier code: SUP-2026-0050  
- Name: Harris, Collins and Carney  
- Country: Vietnam  
- Category: Office supply  
- Rating: 4.13 / 5  
- Risk level: Low  
- Cooperation years: 9 years  
- Status: Active  

If you need, I can next pull related purchase orders or recent risk events involving this supplier.",
EB018,supplier_lookup,查一下不存在的供应商 SUP-2026-9999,TOOL_CALL,TOOL_CALL,True,get_supplier,get_supplier,True,{'supplier_code': 'SUP-2026-9999'},{'supplier_code': 'SUP-2026-9999'},1.0,,SUCCESS,True,True,2,1,1938,192,2130,4661.944078000005,True,"企业系统中未找到供应商代码为 SUP-2026-9999 的供应商记录。

可能原因：
1. 供应商尚未在系统中创建或已被删除/归档  
2. 供应商代码填写错误（多/少一位、年份或序号写错等）  

建议操作：
- 核对供应商代码是否正确，如有供应商名称可提供，我可以帮你查找相近的供应商记录（需你提供名称关键字）  
- 若确认是新供应商，按公司供应商准入/注册流程，在系统中发起新供应商创建申请（可参考你们内部《供应商管理流程》或我可以帮你查询相关制度要点）",
EB019,supplier_filter,列出5个高风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'high', 'limit': 5}","{'risk_level': 'high', 'limit': 5}",1.0,,SUCCESS,True,True,2,1,2139,237,2376,3826.195820999999,True,"以下是当前标记为“高风险”的 5 个供应商（来自企业系统数据）：  

1. SUP-2026-0001 — Rodriguez, Figueroa and Sanchez（国家：China，风险等级：High，评分：2.77）  
2. SUP-2026-0002 — Doyle Ltd（国家：New Zealand，风险等级：High，评分：2.29）  
3. SUP-2026-0003 — Mcclain, Miller and Henderson（国家：Malaysia，风险等级：High，评分：2.81）  
4. SUP-2026-0004 — Davis and Sons（国家：China，风险等级：High，评分：2.51）  
5. SUP-2026-0005 — Guzman, Hoffman and Baldwin（国家：Malaysia，风险等级：High，评分：2.28）  

如需，我可以进一步查询其中某一家供应商的详细风险事件或历史表现。",
EB020,supplier_filter,给我10个低风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'low', 'limit': 10}","{'risk_level': 'low', 'limit': 10}",1.0,,SUCCESS,True,True,2,1,2350,323,2673,4106.606675000023,True,"以下为当前企业系统中标记为“低风险”的10个供应商（来自企业数据库）：

1. SUP-2026-0031 - Burton Ltd（马来西亚），评级：4.26  
2. SUP-2026-0032 - Carlson-Cruz（澳大利亚），评级：4.58  
3. SUP-2026-0033 - Ferrell, Rice and Maddox（中国），评级：4.51  
4. SUP-2026-0034 - Frazier Inc（越南），评级：4.11  
5. SUP-2026-0035 - Dyer, Potter and Mack（马来西亚），评级：4.68  
6. SUP-2026-0036 - Rodriguez-Graham（新加坡），评级：4.38  
7. SUP-2026-0037 - Smith-Bowen（中国），评级：4.97  
8. SUP-2026-0038 - Baker, Mason and White（马来西亚），评级：4.11  
9. SUP-2026-0039 - Harrell LLC（中国），评级：4.64  
10. SUP-2026-0040 - Romero, Gonzalez and Brooks（中国），评级：4.16  

如需，我可以进一步按国家、评级区间或品类帮你筛选这些低风险供应商。",
EB021,supplier_filter,查询8个中风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'medium', 'limit': 8}","{'risk_level': 'medium', 'limit': 8}",1.0,,SUCCESS,True,True,2,1,2255,327,2582,5192.109367000001,True,"根据企业系统数据，当前有 8 个中风险供应商（按请求数量截取）：

1. SUP-2026-0011 - Blair PLC（澳大利亚），综合评分：3.38，风险等级：中
2. SUP-2026-0012 - Dudley Group（中国），综合评分：3.26，风险等级：中
3. SUP-2026-0013 - Arnold Ltd（新加坡），综合评分：3.54，风险等级：中
4. SUP-2026-0014 - Mcclure, Ward and Lee（越南），综合评分：3.29，风险等级：中
5. SUP-2026-0015 - Williams and Sons（马来西亚），综合评分：3.86，风险等级：中
6. SUP-2026-0016 - Galloway-Wyatt（越南），综合评分：3.07，风险等级：中
7. SUP-2026-0017 - James Group（中国），综合评分：3.29，风险等级：中
8. SUP-2026-0018 - Flowers, Martin and Kelly（澳大利亚），综合评分：3.10，风险等级：中

如需查看某个供应商的详细风险事件或历史表现，可以告诉我对应的供应商编码（如 SUP-2026-0012）。",
EB022,supplier_filter,返回3家高风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'high', 'limit': 3}","{'risk_level': 'high', 'limit': 3}",1.0,,SUCCESS,True,True,2,1,2048,259,2307,4094.683100999987,True,"根据企业供应商数据库，目前标记为高风险的 3 家供应商如下（按系统返回顺序）：  

1. 供应商编码：SUP-2026-0001  
   - 名称：Rodriguez, Figueroa and Sanchez  
   - 风险等级：高  
   - 综合评分：2.77  
   - 国家/地区：中国  

2. 供应商编码：SUP-2026-0002  
   - 名称：Doyle Ltd  
   - 风险等级：高  
   - 综合评分：2.29  
   - 国家/地区：新西兰  

3. 供应商编码：SUP-2026-0003  
   - 名称：Mcclain, Miller and Henderson  
   - 风险等级：高  
   - 综合评分：2.81  
   - 国家/地区：马来西亚  

以上为企业系统当前标记的高风险供应商基础信息，如需进一步查看某一家供应商的详细风险事件或历史表现，可以告诉我对应的供应商编码。",
EB023,supplier_filter,找出15个低风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'low', 'limit': 15}","{'risk_level': 'low', 'limit': 15}",1.0,,SUCCESS,True,True,2,1,2564,454,3018,5646.927481000006,True,"根据企业供应商风险库，目前标记为“低风险”的15家供应商如下（按供应商编码排序）：

1. SUP-2026-0031  Burton Ltd（马来西亚），评级：4.26  
2. SUP-2026-0032  Carlson-Cruz（澳大利亚），评级：4.58  
3. SUP-2026-0033  Ferrell, Rice and Maddox（中国），评级：4.51  
4. SUP-2026-0034  Frazier Inc（越南），评级：4.11  
5. SUP-2026-0035  Dyer, Potter and Mack（马来西亚），评级：4.68  
6. SUP-2026-0036  Rodriguez-Graham（新加坡），评级：4.38  
7. SUP-2026-0037  Smith-Bowen（中国），评级：4.97  
8. SUP-2026-0038  Baker, Mason and White（马来西亚），评级：4.11  
9. SUP-2026-0039  Harrell LLC（中国），评级：4.64  
10. SUP-2026-0040 Romero, Gonzalez and Brooks（中国），评级：4.16  
11. SUP-2026-0041 Ryan PLC（马来西亚），评级：4.72  
12. SUP-2026-0042 George Group（越南），评级：4.91  
13. SUP-2026-0043 Rodriguez LLC（马来西亚），评级：4.64  
14. SUP-2026-0044 Allen-Allen（新西兰），评级：4.37  
15. SUP-2026-0045 Arroyo, Miller and Tucker（中国），评级：4.92  

以上信息均来自企业内部供应商数据库。若需要，我可以进一步筛选（例如按国家、评级阈值、品类等）或导出成表格字段建议。",
EB024,supplier_filter,最多展示20家中风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'medium', 'limit': 20}","{'risk_level': 'medium', 'limit': 20}",1.0,,SUCCESS,True,True,2,1,2788,597,3385,6235.136777999997,True,"以下为当前企业数据库中“中风险”供应商（最多20家）列表（按系统返回顺序）：  

1. SUP-2026-0011 – Blair PLC – 评级 3.38 – 澳大利亚  
2. SUP-2026-0012 – Dudley Group – 评级 3.26 – 中国  
3. SUP-2026-0013 – Arnold Ltd – 评级 3.54 – 新加坡  
4. SUP-2026-0014 – Mcclure, Ward and Lee – 评级 3.29 – 越南  
5. SUP-2026-0015 – Williams and Sons – 评级 3.86 – 马来西亚  
6. SUP-2026-0016 – Galloway-Wyatt – 评级 3.07 – 越南  
7. SUP-2026-0017 – James Group – 评级 3.29 – 中国  
8. SUP-2026-0018 – Flowers, Martin and Kelly – 评级 3.10 – 澳大利亚  
9. SUP-2026-0019 – Adams, Zuniga and Wong – 评级 3.83 – 新西兰  
10. SUP-2026-0020 – Reid, Ferguson and Sanchez – 评级 3.21 – 澳大利亚  
11. SUP-2026-0021 – Gray-Mayo – 评级 3.68 – 中国  
12. SUP-2026-0022 – Watts, Robinson and Nguyen – 评级 3.17 – 越南  
13. SUP-2026-0023 – Perez Inc – 评级 3.46 – 澳大利亚  
14. SUP-2026-0024 – Morales-Jones – 评级 3.56 – 越南  
15. SUP-2026-0025 – Walter, Edwards and Rios – 评级 3.77 – 中国  
16. SUP-2026-0026 – Wilkerson-Day – 评级 3.03 – 澳大利亚  
17. SUP-2026-0027 – Baker and Sons – 评级 3.07 – 马来西亚  
18. SUP-2026-0028 – Hoffman, Baker and Richards – 评级 3.21 – 新加坡  
19. SUP-2026-0029 – Ross, Robinson and Bright – 评级 3.91 – 新加坡  
20. SUP-2026-0030 – Snyder, Campos and Callahan – 评级 3.14 – 越南  

以上为企业数据库实时数据。如需按国家或评级排序/筛选，我可以进一步整理成表格。",
EB025,supplier_filter,List 6 high-risk suppliers,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'high', 'limit': 6}","{'risk_level': 'high', 'limit': 6}",1.0,,SUCCESS,True,True,2,1,2180,207,2387,4662.303946000009,True,"Here are 6 high‑risk suppliers from the enterprise database:

1. SUP-2026-0001 – Rodriguez, Figueroa and Sanchez (China), rating 2.77  
2. SUP-2026-0002 – Doyle Ltd (New Zealand), rating 2.29  
3. SUP-2026-0003 – Mcclain, Miller and Henderson (Malaysia), rating 2.81  
4. SUP-2026-0004 – Davis and Sons (China), rating 2.51  
5. SUP-2026-0005 – Guzman, Hoffman and Baldwin (Malaysia), rating 2.28  
6. SUP-2026-0006 – Gardner, Robinson and Lawrence (Vietnam), rating 2.24  

These risk levels and ratings are direct from the enterprise supplier risk system.",
EB026,supplier_filter,我想看12家低风险的供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'low', 'limit': 12}","{'risk_level': 'low', 'limit': 12}",1.0,,SUCCESS,True,True,2,1,2436,389,2825,4427.541638999997,True,"以下是当前企业系统中标记为“低风险”的 12 家供应商（按系统返回顺序）：

1. SUP-2026-0031 — Burton Ltd（马来西亚），评分 4.26  
2. SUP-2026-0032 — Carlson-Cruz（澳大利亚），评分 4.58  
3. SUP-2026-0033 — Ferrell, Rice and Maddox（中国），评分 4.51  
4. SUP-2026-0034 — Frazier Inc（越南），评分 4.11  
5. SUP-2026-0035 — Dyer, Potter and Mack（马来西亚），评分 4.68  
6. SUP-2026-0036 — Rodriguez-Graham（新加坡），评分 4.38  
7. SUP-2026-0037 — Smith-Bowen（中国），评分 4.97  
8. SUP-2026-0038 — Baker, Mason and White（马来西亚），评分 4.11  
9. SUP-2026-0039 — Harrell LLC（中国），评分 4.64  
10. SUP-2026-0040 — Romero, Gonzalez and Brooks（中国），评分 4.16  
11. SUP-2026-0041 — Ryan PLC（马来西亚），评分 4.72  
12. SUP-2026-0042 — George Group（越南），评分 4.91  

以上为企业数据库的实际记录。如需我帮你进一步筛选（比如限定为中国供应商、评分>4.5、某类物料等），告诉我筛选条件即可。",
EB027,supplier_filter,筛选4个中风险供应商,TOOL_CALL,TOOL_CALL,True,list_suppliers,list_suppliers,True,"{'risk_level': 'medium', 'limit': 4}","{'risk_level': 'medium', 'limit': 4}",1.0,,SUCCESS,True,True,2,1,2085,205,2290,3796.584495000019,True,"根据企业系统当前数据，已为你筛选出 4 个中风险供应商（按系统返回顺序）：  

1. SUP-2026-0011 — Blair PLC（澳大利亚），综合评分：3.38  
2. SUP-2026-0012 — Dudley Group（中国），综合评分：3.26  
3. SUP-2026-0013 — Arnold Ltd（新加坡），综合评分：3.54  
4. SUP-2026-0014 — Mcclure, Ward and Lee（越南），综合评分：3.29  

如果需要，我可以进一步：  
- 查看某个供应商的详细风险信息（请告诉我供应商编码）  
- 按国家、评分区间或品类等维度做更细的筛选",
EB028,order_lookup,查询采购订单 PO-2026-000001,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-000001'},{'order_number': 'PO-2026-000001'},1.0,,SUCCESS,True,True,2,1,1989,162,2151,3261.7858469999987,True,"以下是企业系统中关于采购订单 PO-2026-000001 的信息（来自企业数据库）：

- 采购订单号：PO-2026-000001  
- 供应商 ID：14  
- 订单总金额：45,690.71 CNY  
- 下单日期：2026-08-20  
- 预计到货日期：2026-09-14  
- 当前状态：已完成（completed）

如需进一步查询供应商 14 的详细信息，或想看该订单的风险视角（金额、交期等），可以告诉我。",
EB029,order_lookup,查看订单 PO-2026-000268 的详情,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-000268'},{'order_number': 'PO-2026-000268'},1.0,,SUCCESS,True,True,2,1,1991,168,2159,3121.0977309999917,True,"以下是企业系统中查询到的订单信息（来源：企业采购数据库）：

- 订单号：PO-2026-000268  
- 供应商 ID：8  
- 订单总金额：704,989.04 CNY  
- 币种：CNY  
- 下单日期：2025-09-26  
- 预计交付日期：2025-10-14  
- 当前状态：completed（已完成）

如果你需要进一步信息（例如该订单的明细行、对应供应商的风险情况等），告诉我具体需要查看的内容。",
EB030,order_lookup,PO-2026-000545 的金额和状态是什么？,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-000545'},{'order_number': 'PO-2026-000545'},1.0,,SUCCESS,True,True,2,1,1995,76,2071,2683.410846000015,True,"根据企业系统数据：

- 采购订单号：PO-2026-000545  
- 金额：569,104.18 CNY  
- 状态：已完成（completed）",
EB031,order_lookup,帮我调取 PO-2026-001976,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-001976'},{'order_number': 'PO-2026-001976'},1.0,,SUCCESS,True,True,2,1,1991,175,2166,3912.859690000005,True,"根据企业系统查询结果，采购订单 PO-2026-001976 关键信息如下（企业数据库事实）：

- 订单号：PO-2026-001976  
- 供应商 ID：21  
- 订单金额：705,797.54 CNY  
- 下单日期：2026-04-03  
- 预计交付日期：2026-04-24  
- 当前状态：completed（已完成）

如果你需要进一步明细（例如行项目、物料、数量、价格或供应商信息），告诉我你想查看的具体内容，我可以继续帮你查。",
EB032,order_lookup,检索采购单 PO-2026-002134,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-002134'},{'order_number': 'PO-2026-002134'},1.0,,SUCCESS,True,True,2,1,1991,160,2151,3454.9108619999915,True,"根据企业系统检索结果，采购单 PO-2026-002134 详情如下（企业数据库事实）：

- 采购单号：PO-2026-002134  
- 供应商ID：12  
- 金额：641,202.47 CNY  
- 下单日期：2025-11-01  
- 计划到货日期：2025-11-28  
- 当前状态：completed（已完成）

如需进一步信息（例如供应商详情、收货/发票情况、异常或风险分析），请说明需要的具体维度。",
EB033,order_lookup,订单 PO-2026-002148 预计什么时候交付？,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-002148'},{'order_number': 'PO-2026-002148'},1.0,,SUCCESS,True,True,2,1,1997,100,2097,3012.611353000011,True,"根据企业系统数据：

- 订单号：PO-2026-002148  
- 当前状态：已完成  
- 预计/实际交付日期：2026-01-06

如需，我可以再帮你查看该供应商是否存在历史延期风险。",
EB034,order_lookup,Show purchase order PO-2026-002991,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-002991'},{'order_number': 'PO-2026-002991'},1.0,,SUCCESS,True,True,2,1,1989,114,2103,2719.1810820000055,True,"Here is the purchase order from the enterprise system:

Enterprise data (from PO database)
- Order number: PO-2026-002991  
- Supplier ID: 61  
- Total amount: 58,550.22 CNY  
- Order date: 2026-01-15  
- Expected delivery date: 2026-02-11  
- Status: completed",
EB035,order_lookup,查询不存在的订单 PO-2026-999999,TOOL_CALL,TOOL_CALL,True,get_purchase_order,get_purchase_order,True,{'order_number': 'PO-2026-999999'},{'order_number': 'PO-2026-999999'},1.0,,SUCCESS,True,True,2,1,1936,171,2107,3279.5739230000154,True,"企业数据库中未找到采购订单 PO-2026-999999 的记录。

- 工单号：PO-2026-999999  
- 查询结果：无匹配订单（found = false）

可能原因：
1. 订单号填错或存在字符遗漏/多写；
2. 订单尚未在系统中创建或尚未同步；
3. 订单属于其它业务系统或历史归档库。

建议你：
- 再核对一次订单号（特别是年份和序号部分）；  
- 如果确认编号无误，按公司流程联系采购或系统管理员，请其在源系统进一步排查。",
EB036,risk_event,查询最近20条高风险事件,TOOL_CALL,TOOL_CALL,True,list_risk_events,list_risk_events,True,"{'severity': 'high', 'limit': 20}","{'severity': 'high', 'limit': 20}",1.0,,SUCCESS,True,True,2,1,3831,846,4677,8381.152912000005,True,"以下为企业风控系统中最近 20 条“高”严重级别风险事件（按发现时间倒序）：

1. 风险事件ID 462｜采购单 2986｜供应商 3  
   - 类型：delivery_delay（交付延迟）  
   - 描述：订单 PO-2026-002986 延迟 19 天  
   - 状态：open｜发现时间：2026-08-27

2. 风险事件ID 461｜采购单 2985｜供应商 9  
   - 类型：交付延迟｜延迟 19 天｜状态 open

3. 风险事件ID 459｜采购单 2973｜供应商 7  
   - 交付延迟 22 天｜状态 open

4. 风险事件ID 457｜采购单 2955｜供应商 10  
   - 交付延迟 21 天｜状态 open

5. 风险事件ID 455｜采购单 2950｜供应商 9  
   - 交付延迟 24 天｜状态 open

6. 风险事件ID 452｜采购单 2946｜供应商 2  
   - 交付延迟 30 天｜状态 open

7. 风险事件ID 451｜采购单 2941｜供应商 2  
   - 交付延迟 25 天｜状态 open

8. 风险事件ID 448｜采购单 2907｜供应商 8  
   - 交付延迟 16 天｜状态 open

9. 风险事件ID 446｜采购单 2897｜供应商 7  
   - 交付延迟 30 天｜状态 open

10. 风险事件ID 441｜采购单 2850｜供应商 10  
    - 交付延迟 21 天｜状态 open

11. 风险事件ID 439｜采购单 2844｜供应商 8  
    - 交付延迟 18 天｜状态 open

12. 风险事件ID 437｜采购单 2830｜供应商 2  
    - 交付延迟 28 天｜状态 open

13. 风险事件ID 436｜采购单 2825｜供应商 7  
    - 交付延迟 21 天｜状态 open

14. 风险事件ID 427｜采购单 2787｜供应商 7  
    - 交付延迟 15 天｜状态 open

15. 风险事件ID 426｜采购单 2779｜供应商 1  
    - 交付延迟 20 天｜状态 open

16. 风险事件ID 423｜采购单 2761｜供应商 8  
    - 交付延迟 19 天｜状态 open

17. 风险事件ID 421｜采购单 2737｜供应商 8  
    - 交付延迟 19 天｜状态 open

18. 风险事件ID 418｜采购单 2729｜供应商 2  
    - 交付延迟 18 天｜状态 open

19. 风险事件ID 416｜采购单 2721｜供应商 1  
    - 交付延迟 22 天｜状态 open

20. 风险事件ID 409｜采购单 2662｜供应商 3  
    - 交付延迟 25 天｜状态 open

说明：  
- 以上为企业数据库的真实记录，全部为“交付延迟”类高风险事件，目前状态均为 open。  
- 如需按供应商汇总、看哪些供应商问题最集中，或对某一事件生成调查工单，我可以进一步整理/协助。",
EB037,risk_event,列出10条付款失败风险事件,TOOL_CALL,TOOL_CALL,True,list_risk_events,list_risk_events,True,"{'event_type': 'payment_failure', 'limit': 10}","{'severity': None, 'event_type': 'payment_failure', 'limit': 10}",1.0,,SUCCESS,True,True,2,1,2849,1080,3929,9230.346196000028,True,"以下为企业数据库中最近的10条“付款失败”风险事件（仅展示关键字段）：

1. 风险事件ID: 464  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002991  
   - 供应商ID: 61  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.453246+00:00  

2. 风险事件ID: 456  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002950  
   - 供应商ID: 9  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.316775+00:00  

3. 风险事件ID: 454  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002948  
   - 供应商ID: 19  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.309878+00:00  

4. 风险事件ID: 453  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002946  
   - 供应商ID: 2  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.302726+00:00  

5. 风险事件ID: 447  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002897  
   - 供应商ID: 7  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.138433+00:00  

6. 风险事件ID: 445  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002885  
   - 供应商ID: 5  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.097785+00:00  

7. 风险事件ID: 443  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002869  
   - 供应商ID: 23  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:51.044743+00:00  

8. 风险事件ID: 431  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002810  
   - 供应商ID: 7  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:50.844639+00:00  

9. 风险事件ID: 429  
   - 事件类型: payment_failure  
   - 采购订单: PO-2026-002802  
   - 供应商ID: 58  
   - 严重级别: medium  
   - 风险评分: 0.6  
   - 状态: open  
   - 发现时间: 2026-08-27T06:46:50.817887+00:00  

10. 风险事件ID: 424  
    - 事件类型: payment_failure  
    - 采购订单: PO-2026-002761  
    - 供应商ID: 8  
    - 严重级别: medium  
    - 风险评分: 0.6  
    - 状态: open  
    - 发现时间: 2026-08-27T06:46:50.681350+00:00  

以上信息均来自企业风险事件数据库。如需某一条的详细上下游信息（如采购订单详情、供应商档案），告诉我对应的风险事件ID即可。",
EB038,risk_event,返回5条严重级别为 critical 的事件,TOOL_CALL,TOOL_CALL,True,list_risk_events,list_risk_events,True,"{'severity': 'critical', 'limit': 5}","{'severity': 'critical', 'limit': 5}",1.0,,SUCCESS,True,True,2,1,1916,157,2073,5106.11070799996,True,"已在企业风控系统中按条件检索，但：

- 未找到任何严重级别为 `critical` 的历史风险事件记录（返回结果为空）。

说明当前企业数据库中：
- 要么尚未记录严重级别为 critical 的事件；
- 要么此类事件已归档到不在当前查询范围内的系统或库中。

如果你需要，我可以：
- 改为查询 `high` 严重级别的事件示例；
- 或者帮你设计当出现 critical 级别事件时的上报与处置流程模板。",
